Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM),Type
R9N.BE,Razor Energy Corp,0.4660,-0.013,-2.71%,"2,000",0,,,Energy
DC6.BE,MCF Energy Ltd,0.1780,0.019,+11.95%,"10,000","1,885",,,Energy
WQ6.BE,Condor Energies Inc,0.4480,0.01,+2.28%,"19,200",336,,,Energy
TMP.BE,Stamper Oil & Gas Corp,0.1390,0.004,+2.96%,749,0,,,Energy
JLM.BE,Jericho Energy Ventures Inc,0.1710,0.002,+1.18%,700,12,,,Energy
9SU.BE,Standard Uranium Ltd,0.0210,0.0,0.00%,"5,000",87,,,Energy
SPE.SG,Saipem SpA,0.2120,-0.002,-0.93%,,0,,,Energy
RZW.DU,TotalEnergies EP Gabon,174.80,0.2,+0.11%,,0,,,Energy
ENI.SG,Eni SpA,13.00,-0.03,-0.21%,554,"2,377",,,Energy
DNQ.BE,Equinor ASA,28.06,0.57,+2.07%,500,281,,,Energy
CTJ1.MU,Kunlun Energy Co Ltd,0.7050,-0.005,-0.70%,"1,000",0,,,Energy
N4Q1.F,Hemisphere Energy Corp,0.8500,-0.01,-1.16%,880,423,,,Energy
19O.BE,Overseas Shipholding Group Inc,3.5200,0.0,0.00%,"4,200",0,,,Energy
CHU.MU,China Petroleum & Chemical Corp,0.5420,-0.014,-2.52%,"8,200",703,,,Energy
P5P.BE,Pembina Pipeline Corp,28.59,0.19,+0.67%,50,0,,,Energy
TRS.DU,TC Energy Corp,37.22,-0.42,-1.12%,100,0,,,Energy
UWV.MU,W&T Offshore Inc,3.6800,0.04,+1.10%,"1,500",0,,,Energy
RZ8G.BE,SNGN Romgaz SA,7.05,-0.45,-6.00%,"1,500",49,,,Energy
DCC.HA,DCC PLC,53.50,0.0,0.00%,10,0,,,Energy
R66.BE,Phillips 66,88.64,0.06,+0.07%,18,2,,,Energy
0V4.BE,Valvoline Inc,33.00,-0.6,-1.79%,176,0,,,Energy
4CU.BE,Centrus Energy Corp,32.40,0.4,+1.25%,500,0,,,Energy
PTTG.SG,PTT Exploration & Production PCL,3.9200,0.04,+1.03%,0,17,,,Energy
OMV.HM,OMV AG,39.82,0.82,+2.10%,160,24,,,Energy
9WY.DU,Texas Pacific Land Corp,"1,234.00",0.0,0.00%,3,0,,,Energy
7EX.MU,Enerflex Ltd,5.65,-0.05,-0.88%,,0,,,Energy
HLPN.BE,Hellenic Petroleum Holdings Societe Anonyme,8.16,0.07,+0.87%,100,0,,,Energy
TOTA.DU,TotalEnergies SE,52.50,-1.0,-1.87%,5,0,,,Energy
FL9.SG,CVR Energy Inc,25.46,0.34,+1.35%,0,90,,,Energy
NEF.MU,Neste Corp,40.85,-0.06,-0.15%,230,4,,,Energy
ATI.BE,Athabasca Oil Corp,1.9445,0.012,+0.62%,530,0,,,Energy
BYN.SG,Rubis SCA,4.2400,0.02,+0.47%,0,0,,,Energy
TRS.BE,TC Energy Corp,37.21,-0.46,-1.21%,14,0,,,Energy
OS70.BE,Chord Energy Corp,138.40,-0.4,-0.29%,20,0,,,Energy
TAR.BE,Targa Resources Corp,65.34,0.06,+0.09%,1,0,,,Energy
G1P0.MU,Gran Tierra Energy Inc,4.9600,0.0,0.00%,500,11,,,Energy
88S1.SG,Sound Energy PLC,0.0180,0.0,0.00%,0,"8,614",,,Energy
JAV.SG,Esso Thailand PCL,0.2260,-0.002,-0.88%,0,0,,,Energy
1AKA.BE,Aker Solutions ASA,3.1960,0.014,+0.44%,39,1,,,Energy
9TA1.MU,Tamarack Valley Energy Ltd,2.2600,0.0,0.00%,,0,,,Energy
TP21.SG,Tethys Petroleum Ltd,0.4360,0.0,0.00%,0,0,,,Energy
7A6.MU,Antero Resources Corp,19.62,0.34,+1.76%,100,0,,,Energy
41Z0.BE,Surge Energy Inc,5.0000,0.0,0.00%,250,4,,,Energy
IKF.BE,China Shenhua Energy Co Ltd,3.1110,0.046,+1.50%,"2,000",0,,,Energy
BPE.BE,BP PLC,5.36,0.0,0.00%,500,58,,,Energy
8LP1.DU,Laredo Petroleum Inc,39.13,0.09,+0.23%,25,0,,,Energy
BYNN.BE,Rubis SCA,23.82,-0.32,-1.33%,200,30,,,Energy
OMVI.MU,OMV AG,39.20,0.0,0.00%,100,34,,,Energy
2LW.F,William Lyon Homes,26.20,0.0,0.00%,20,0,1.048B,,Energy
68S.MU,Solaris Oilfield Infrastructure Inc,7.78,0.0,0.00%,"1,000",0,,,Energy
JHJ.MU,ENEOS Holdings Inc,3.1200,0.0,0.00%,200,3,,,Energy
C6V.BE,Headwater Exploration Inc,4.4400,0.0,0.00%,,0,,,Energy
1AKA.SG,Aker Solutions ASA,3.1780,0.04,+1.27%,0,46,,,Energy
NK1A.BE,DNO ASA,0.8905,-0.0145,-1.60%,"9,000",157,,,Energy
PBE.DU,Peabody Energy Corp,18.64,-0.24,-1.27%,300,0,,,Energy
016.MU,Crescent Point Energy Corp,6.22,0.0,0.00%,145,13,,,Energy
USS.MU,Marathon Oil Corp,21.30,0.0,0.00%,250,12,,,Energy
MHZ.SG,Motor Oil (Hellas) Corinth Refineries SA,24.10,0.52,+2.21%,0,16,,,Energy
QPX.DU,Parex Resources Inc,18.68,-0.12,-0.64%,600,0,,,Energy
6BW.BE,BW Energy Ltd,2.3150,-0.015,-0.64%,952,0,,,Energy
IHCB.DU,SBM Offshore NV,12.69,0.03,+0.24%,300,0,,,Energy
WOP0.SG,Woodside Energy Group Ltd,22.15,0.6,+2.78%,100,449,,,Energy
TGC.SG,TGS ASA,12.53,0.35,+2.87%,0,1,,,Energy
BSU.MU,BP PLC,32.00,0.0,0.00%,60,0,,,Energy
HPC.BE,Helmerich & Payne Inc,32.05,0.84,+2.69%,20,0,,,Energy
DQU.MU,Dril-Quip Inc,22.00,0.0,0.00%,,0,,,Energy
UXX.BE,LW Bogdanka SA,8.77,0.07,+0.80%,100,0,,,Energy
P5P.HA,Pembina Pipeline Corp,28.31,-0.04,-0.14%,28,0,,,Energy
0WE.SG,Weatherford International PLC,56.00,-0.5,-0.88%,0,1,,,Energy
SMKA.MU,Saturn Oil & Gas Inc,1.5860,0.066,+4.34%,400,238,,,Energy
LCQ.DU,Exxaro Resources Ltd,8.65,-0.1,-1.14%,300,7,,,Energy
4ED.BE,Egdon Resources PLC,0.0430,-0.0005,-1.15%,"40,000",0,,,Energy
NVA3.BE,Ptt PCL,0.8350,0.005,+0.60%,"1,776",0,,,Energy
XE3.BE,Ithaca Energy PLC,1.7200,0.03,+1.78%,"1,000",17,,,Energy
HGJ1.BE,Denbury Inc,81.00,0.0,0.00%,25,0,,,Energy
HF6.HM,Frontline Plc,13.95,0.14,+1.01%,"1,000",17,,,Energy
PC6.MU,PetroChina Co Ltd,0.6766,0.0154,+2.33%,"3,500",721,,,Energy
TGC.DU,TGS ASA,12.38,0.1,+0.81%,250,0,,,Energy
9SA0.MU,Advantage Energy Ltd,5.20,0.05,+0.97%,200,0,,,Energy
NFG.MU,National Fuel Gas Co,47.60,-0.4,-0.83%,10,14,,,Energy
OD3.BE,Odfjell Drilling Ltd,2.1900,-0.025,-1.13%,700,0,,,Energy
LQZ.DU,Thai Oil PCL,1.1800,0.01,+0.85%,,0,,,Energy
DEH.MU,Delek US Holdings Inc,21.40,0.0,0.00%,500,0,,,Energy
DNQ.HA,Equinor ASA,27.92,0.41,+1.49%,50,15,,,Energy
PJM.MU,PT Bumi Resources Tbk,0.0060,0.0,0.00%,"11,200","1,808",,,Energy
DR0.SG,Deutsche Rohstoff AG,28.30,-0.3,-1.05%,160,429,,,Energy
H7H.BE,Hallador Energy Co,7.30,-0.2,-2.67%,450,0,,,Energy
K20A.SG,Strong Petrochemical Holdings Ltd,0.0120,0.0,0.00%,0,0,,,Energy
OI2.SG,Oil States International Inc,6.36,0.16,+2.58%,0,0,,,Energy
UGR.SG,Ultrapar Participacoes SA,3.2400,-0.12,-3.57%,0,0,,,Energy
B2W.BE,Borr Drilling Ltd,6.30,-0.09,-1.33%,130,2,,,Energy
MUE.BE,3D Oil Ltd,0.0325,-0.0005,-1.52%,"5,000",87,,,Energy
1Q6.BE,Prosafe SE,10.10,0.04,+0.40%,200,0,,,Energy
58L.BE,Camber Energy Inc,0.9280,-0.008,-0.85%,300,0,,,Energy
OD8.SG,New Hope Corp Ltd,3.6500,0.178,+5.13%,0,"1,162",,,Energy
8QF.BE,Quadrise Fuels International PLC,0.0200,-0.0005,-2.44%,"20,000",0,,,Energy
88S1.BE,Sound Energy PLC,0.0190,0.0,0.00%,"25,000",877,,,Energy
8RC.SG,ARC Resources Ltd,11.90,0.23,+1.95%,333,30,,,Energy
SJL.SG,SM Energy Co,26.13,1.11,+4.44%,0,0,,,Energy
L3H.BE,Shell PLC,55.50,-0.5,-0.89%,8,0,,,Energy
SM3.BE,Suncor Energy Inc,27.54,0.18,+0.66%,20,4,,,Energy
EP7.BE,Evolution Petroleum Corp,7.55,0.25,+3.42%,150,5,,,Energy
0XD.BE,Reconnaissance Energy Africa Ltd,0.8875,0.003,+0.34%,"9,000",157,,,Energy
E17.BE,Enerplus Corp,13.06,0.11,+0.85%,128,0,,,Energy
DW51.BE,Aemetis Inc,5.72,-0.54,-8.63%,"2,201",442,,,Energy
0PE.BE,Petrolia SE,0.3370,-0.003,-0.88%,250,0,,,Energy
A0U.BE,Azincourt Energy Corp,0.0270,0.0005,+1.89%,"3,000",0,,,Energy
ENI.BE,Eni SpA,12.94,-0.15,-1.12%,"2,000",98,,,Energy
I8U.DU,Inpex Corp,10.30,0.2,+1.98%,"1,020",46,,,Energy
MPN.BE,Marathon Petroleum Corp,103.20,-0.88,-0.85%,70,0,,,Energy
K1P3.BE,IGas Energy PLC,0.1520,0.004,+2.70%,"5,000",0,,,Energy
USI.SG,US Silica Holdings Inc,11.48,0.14,+1.23%,0,12,,,Energy
7A6.SG,Antero Resources Corp,20.60,1.48,+7.74%,0,6,,,Energy
FKG.MU,Capricorn Energy PLC,2.2000,-0.082,-3.59%,500,0,,,Energy
WQ6.MU,Condor Energies Inc,0.4480,-0.018,-3.86%,"3,000",52,,,Energy
CHV.HM,Chevron Corp,144.50,-0.52,-0.36%,7,52,,,Energy
QNC1.MU,Bonterra Energy Corp,3.6960,-0.036,-0.96%,650,0,,,Energy
RZW.MU,TotalEnergies EP Gabon,175.20,0.4,+0.23%,3,3,,,Energy
7DB.HM,Diamondback Energy Inc,115.46,-1.04,-0.89%,11,0,,,Energy
6BW.MU,BW Energy Ltd,2.3200,0.03,+1.31%,7,35,,,Energy
CJ6.MU,Cameco Corp,29.06,0.44,+1.54%,130,92,,,Energy
FQ0.MU,PetroNor E&P ASA,0.6670,0.6003,+900.00%,"3,000",0,,,Energy
STS1.HM,Santos Ltd,4.6650,0.175,+3.90%,487,0,,,Energy
TOTB.MU,TotalEnergies SE,54.28,0.54,+1.00%,"1,440",506,,,Energy
VH2.MU,Friedrich Vorwerk Group SE,11.02,-0.02,-0.18%,250,33,,,Energy
STS1.BE,Santos Ltd,4.6650,0.175,+3.90%,400,0,,,Energy
S0QA.DU,Scorpio Tankers Inc,41.16,0.66,+1.63%,50,0,,,Energy
9KG.DU,NexTier Oilfield Solutions Inc,8.38,-0.18,-2.15%,196,0,,,Energy
USI.DU,US Silica Holdings Inc,11.25,-0.17,-1.49%,80,0,,,Energy
BSU.DU,BP PLC,32.00,-0.2,-0.62%,100,1,,,Energy
PGS1.BE,PGS ASA,0.4941,0.007,+1.44%,850,0,,,Energy
JMI.DU,Deep Yellow Ltd,0.4952,0.0344,+7.47%,"3,943",0,,,Energy
Y9B.DU,Kiwetinohk Energy Corp,8.10,-0.1,-1.22%,,0,,,Energy
XCQ.DU,Coterra Energy Inc,22.41,-0.41,-1.80%,20,1,,,Energy
HLPN.DU,Hellenic Petroleum Holdings Societe Anonyme,8.01,-0.01,-0.12%,690,15,,,Energy
68V.DU,Baker Hughes Co,27.42,-0.19,-0.71%,250,4,,,Energy
B4O.MU,G2 Energy Corp,0.0522,0.0203,+63.64%,2,0,,,Energy
CJ1.BE,Norwegian Energy Co ASA,35.30,-0.5,-1.40%,56,1,,,Energy
CVZ.DU,Vermilion Energy Inc,11.30,-0.01,-0.09%,30,0,,,Energy
MHZ.DU,Motor Oil (Hellas) Corinth Refineries SA,24.10,0.46,+1.95%,200,0,,,Energy
6TU.DU,enCore Energy Corp,2.2550,-0.06,-2.59%,4,1,,,Energy
SPEA.DU,Saipem SpA,1.2470,-0.003,-0.24%,"5,000",0,,,Energy
A07.MU,Avance Gas Holding Ltd,7.94,0.45,+6.01%,650,201,,,Energy
83PN.BE,Valeura Energy Inc,1.3000,-0.04,-2.99%,,0,,,Energy
NEJ.BE,Nine Energy Service Inc,2.9960,-0.224,-6.96%,340,0,,,Energy
33H2.DU,Trench Metals Corp,0.1300,0.008,+6.56%,"2,500",317,,,Energy
L33.BE,Dolphin Drilling AS,0.9720,0.003,+0.31%,,0,,,Energy
PNW1.DU,Touchstone Exploration Inc,0.6770,0.006,+0.89%,"5,000",0,,,Energy
CTV.DU,Helix Energy Solutions Group Inc,6.15,-0.1,-1.60%,,0,,,Energy
ECHA.BE,Ecopetrol SA,9.55,0.05,+0.53%,600,10,,,Energy
OPC.HM,Occidental Petroleum Corp,53.40,-0.1,-0.19%,"2,036",51,,,Energy
VO51.MU,Energy Fuels Inc,5.87,0.01,+0.17%,150,137,,,Energy
OS70.MU,Chord Energy Corp,138.60,3.4,+2.51%,30,0,,,Energy
SW5.MU,Southwestern Energy Co,4.9700,0.085,+1.74%,700,0,,,Energy
Z62.MU,Trillion Energy International Inc,0.2410,-0.026,-9.74%,"10,000","19,693",,,Energy
HF6.MU,Frontline Plc,13.96,0.14,+1.01%,159,25,,,Energy
SLL.MU,Schoeller-Bleckmann Oilfield Equipment AG,53.60,-0.3,-0.56%,10,32,,,Energy
YZC.MU,Yankuang Energy Group Co Ltd,24.60,0.4,+1.65%,"1,000",0,,,Energy
PC6.HA,PetroChina Co Ltd,0.6760,0.0174,+2.64%,"4,750",0,,,Energy
8SW1.MU,Archer Ltd,0.0790,0.0018,+2.33%,"5,000",0,,,Energy
4RS.F,Reach Subsea ASA,0.3180,-0.001,-0.31%,"10,000",0,,,Energy
R6C0.BE,Shell PLC,27.59,0.0,+0.02%,873,260,,,Energy
XE3.MU,Ithaca Energy PLC,1.7200,-0.01,-0.58%,"1,000",38,,,Energy
1P6.DU,Berry Corp (bry),6.50,0.05,+0.78%,100,0,,,Energy
5VE.MU,Vertex Energy Inc,5.39,-0.14,-2.62%,500,14,,,Energy
MPLN.DU,Tellurian Inc,1.2000,0.0,0.00%,630,11,,,Energy
PQ51.MU,Paramount Resources Ltd,20.00,0.0,0.00%,175,25,,,Energy
59FE.BE,Fluxys Belgium SA,27.30,0.1,+0.37%,50,5,,,Energy
TD9.DU,Tidewater Inc,39.62,0.0,0.00%,,0,,,Energy
RLD.MU,RPC Inc,7.00,0.0,0.00%,,0,,,Energy
HL80.SG,HF Sinclair Corp,42.00,1.4,+3.45%,0,1,,,Energy
VAW.SG,VAALCO Energy Inc,3.6800,0.06,+1.66%,0,2,,,Energy
SPE.F,Saipem SpA,0.2340,-0.004,-1.68%,,0,2.681B,,Energy
54E.SG,Archrock Inc,9.15,0.05,+0.55%,0,1,,,Energy
43C.SG,Cactus Inc,37.60,0.8,+2.17%,87,1,,,Energy
NBI1.BE,Nabors Industries Ltd,95.15,5.1,+5.66%,11,0,,,Energy
39B.SG,Birchcliff Energy Ltd,5.25,0.05,+1.00%,0,8,,,Energy
47Q.DU,Ovintiv Inc,34.45,-0.38,-1.09%,20,0,,,Energy
CXD.MU,Cenovus Energy Inc,15.37,0.19,+1.25%,10,0,,,Energy
GZ5.BE,Galp Energia SGPS SA,10.73,0.1,+0.99%,100,1,,,Energy
7MR.SG,Matador Resources Co,45.87,0.7,+1.55%,14,0,,,Energy
7DB.SG,Diamondback Energy Inc,117.56,0.24,+0.20%,60,20,,,Energy
ECHA.MU,Ecopetrol SA,9.50,0.0,0.00%,82,37,,,Energy
I41.BE,PT Indika Energy Tbk,0.1130,0.0,0.00%,"10,000",526,,,Energy
VPK5.BE,Koninklijke Vopak NV,32.55,-0.05,-0.15%,180,3,,,Energy
I8U.BE,Inpex Corp,10.50,0.2,+1.94%,204,3,,,Energy
TO3.BE,Strathmore Plus Uranium Corp,0.3620,0.002,+0.56%,50,0,,,Energy
XONA.MU,Exxon Mobil Corp,96.66,-0.54,-0.56%,37,22,,,Energy
37A.SG,East West Petroleum Corp,0.0310,0.0005,+1.64%,0,0,,,Energy
RZW.SG,TotalEnergies EP Gabon,174.60,0.2,+0.11%,0,0,,,Energy
PD3.BE,PDC Energy Inc,65.15,-0.85,-1.29%,165,0,,,Energy
P4F.HM,Paratus Energy Services Ltd,32.40,0.2,+0.62%,,0,,,Energy
QM01.SG,Desert Mountain Energy Corp,0.8200,0.027,+3.40%,0,"2,848",,,Energy
BRYN.F,Berkshire Hathaway Inc.,311.00,+0.60,+0.19%,453,791,687.058B,99.04,Financial Services
BRHF.F,Berkshire Hathaway Inc.,17.80,0.00,0.00%,1,30,676.628B,5.60,Financial Services
BRYN.DE,Berkshire Hathaway Inc.,311.20,+0.60,+0.19%,"3,975","7,046",676.515B,99.42,Financial Services
BRH.F,Berkshire Hathaway Inc.,"465,500.00",+500.00,+0.11%,1,0,673.914B,99.04,Financial Services
3V64.DE,Visa Inc.,209.20,+4.25,+2.07%,"2,105","1,616",436.996B,30.27,Financial Services
CMC.DE,JPMorgan Chase & Co.,131.40,+1.40,+1.08%,718,"2,059",384.123B,10.50,Financial Services
3V64.F,Visa Inc.,207.30,+0.45,+0.22%,274,414,433.862B,29.78,Financial Services
CMC.F,JPMorgan Chase & Co.,130.30,+0.10,+0.08%,212,548,380.774B,10.33,Financial Services
3V6.F,Visa Inc.,14.90,0.00,0.00%,7,0,430.866B,2.16,Financial Services
CMCI.F,JPMorgan Chase & Co.,13.20,0.00,0.00%,2,0,377.525B,1.03,Financial Services
M4I.F,Mastercard Incorporated,348.60,+4.00,+1.16%,13,83,331.26B,37.40,Financial Services
M4I.DE,Mastercard Incorporated,347.80,+5.20,+1.52%,303,337,329.17B,37.16,Financial Services
M4I0.F,Mastercard Incorporated,16.60,+0.20,+1.22%,6,0,327.199B,1.77,Financial Services
YIQG.F,Barclays Bank PLC,94.56,-0.18,-0.19%,,0,199.434B,,Financial Services
NCB.F,Bank of America Corporation,26.94,+0.16,+0.60%,"4,032","4,477",215.255B,8.83,Financial Services
NCB.DE,Bank of America Corporation,26.94,+0.28,+1.05%,"1,122","16,637",214.689B,8.78,Financial Services
NCB0.F,Bank of America Corporation,10.60,0.00,0.00%,26,3,211.113B,3.33,Financial Services
ICKB.F,Industrial and Commercial Bank of China Limited,9.40,-0.10,-1.05%,80,3,209.405B,3.66,Financial Services
ICK.F,Industrial and Commercial Bank of China Limited,0.4801,-0.0099,-2.02%,"9,000","8,810",199.979B,3.69,Financial Services
EK7.F,Agricultural Bank of China Limited,0.3320,0.0000,0.00%,30,78,161.574B,3.69,Financial Services
EK7A.F,Agricultural Bank of China Limited,8.60,-0.05,-0.58%,100,1,160.001B,3.79,Financial Services
C6TB.F,China Construction Bank Corporation,11.40,0.00,0.00%,25,0,151.343B,3.42,Financial Services
C6T.F,China Construction Bank Corporation,0.5900,-0.0100,-1.67%,771,"3,726",147.81B,3.47,Financial Services
NWT.DE,Wells Fargo & Company,38.83,+0.19,+0.48%,214,"1,237",145.699B,11.80,Financial Services
NWT.F,Wells Fargo & Company,38.64,-0.26,-0.68%,190,340,144.986B,12.23,Financial Services
HBC2.F,HSBC Holdings plc,35.20,0.00,0.00%,872,20,142.77B,6.73,Financial Services
HBC1.DE,HSBC Holdings plc,7.17,+0.06,+0.86%,"23,960","25,580",142.618B,6.76,Financial Services
HBC1.F,HSBC Holdings plc,7.16,+0.04,+0.52%,200,"2,363",142.36B,6.75,Financial Services
W8VS.F,Bank of China Limited,8.85,+0.05,+0.57%,800,14,140.864B,3.73,Financial Services
DWD.F,Morgan Stanley,81.57,+1.13,+1.40%,33,114,136.231B,15.02,Financial Services
DWD.DE,Morgan Stanley,81.30,+0.25,+0.31%,656,570,135.78B,15.03,Financial Services
W8V.F,Bank of China Limited,0.3641,+0.0030,+0.83%,"1,136","17,185",135.947B,3.64,Financial Services
TRVC.DE,Citigroup Inc.,44.28,+0.36,+0.82%,28,"6,423",87.129B,6.68,Financial Services
AEC1.F,American Express Company,159.10,+1.25,+0.79%,60,141,121.793B,18.54,Financial Services
RYC.F,Royal Bank of Canada,86.42,+0.14,+0.16%,320,26,121.486B,12.22,Financial Services
AEC1.DE,American Express Company,159.40,+1.30,+0.82%,22,635,121.255B,18.43,Financial Services
MHL.F,S&P Global Inc.,367.50,+4.10,+1.13%,62,26,118.725B,47.91,Financial Services
MHL.DE,S&P Global Inc.,366.60,+3.10,+0.85%,34,45,118.369B,47.55,Financial Services
GOS.DE,"The Goldman Sachs Group, Inc.",311.30,-1.10,-0.35%,313,343,103.491B,11.97,Financial Services
GOS.F,"The Goldman Sachs Group, Inc.",309.60,-2.00,-0.64%,10,197,102.926B,11.78,Financial Services
CHL.F,China Life Insurance Company Limited,1.5675,-0.0035,-0.22%,450,"1,419",113.709B,7.84,Financial Services
PZX.F,"Ping An Insurance (Group) Company of China, Ltd.",6.13,+0.03,+0.49%,200,"3,436",113.062B,9.01,Financial Services
7A2.F,AIA Group Limited,9.41,-0.01,-0.14%,"1,600",144,111.377B,470.40,Financial Services
M4B.F,"China Merchants Bank Co., Ltd.",4.4540,+0.1090,+2.51%,100,50,111.068B,6.27,Financial Services
CWW.F,Commonwealth Bank of Australia,62.33,+0.68,+1.10%,150,88,105.422B,17.12,Financial Services
7A2S.F,AIA Group Limited,37.40,-0.80,-2.09%,3,0,110.111B,415.56,Financial Services
TRVC.F,Citigroup Inc.,44.20,-0.72,-1.60%,468,360,86.933B,6.62,Financial Services
HDFA.F,HDFC Bank Limited,58.50,-0.50,-0.85%,210,24,108.991B,24.07,Financial Services
PZXB.F,"Ping An Insurance (Group) Company of China, Ltd.",11.70,-0.10,-0.85%,250,74,108.789B,8.30,Financial Services
BBN1.F,Blackstone Inc.,85.80,+3.60,+4.38%,12,143,106.18B,117.53,Financial Services
CWW0.F,Commonwealth Bank of Australia,61.50,+0.50,+0.82%,9,0,105.631B,17.42,Financial Services
GOS0.F,"The Goldman Sachs Group, Inc.",11.80,-0.10,-0.84%,"2,000",4,102.544B,0.44,Financial Services
TDB.F,The Toronto-Dominion Bank,55.50,+0.50,+0.91%,140,39,102.275B,9.89,Financial Services
BLQA.F,"BlackRock, Inc.",650.20,+2.60,+0.40%,44,69,97.41B,21.75,Financial Services
BLQA.DE,"BlackRock, Inc.",650.40,+6.20,+0.96%,114,265,97.406B,21.28,Financial Services
SWG.DE,The Charles Schwab Corporation,51.00,+0.85,+1.69%,77,540,91.777B,14.96,Financial Services
SWG.F,The Charles Schwab Corporation,50.85,+0.20,+0.39%,50,657,91.328B,15.00,Financial Services
ALVE.F,Allianz SE,21.40,+0.80,+3.88%,19,126,85.94B,10.39,Financial Services
BVXB.MU,Itau Unibanco Holding SA,5.30,-0.05,-0.93%,500,8,38.561B,,Financial Services
ALV.DE,Allianz SE,210.20,+0.40,+0.19%,747.333k,"987,196",84.8B,10.47,Financial Services
ALV.F,Allianz SE,210.25,+0.35,+0.17%,"2,394","3,671",84.698B,10.46,Financial Services
MSN.F,"Marsh & McLennan Companies, Inc.",163.60,-1.35,-0.82%,100,6,81.395B,27.45,Financial Services
MFZA.SG,"Mitsubishi UFJ Financial Group, Inc.",6.25,-0.10,-1.57%,0,54,76.707B,10.42,Financial Services
MFZA.F,"Mitsubishi UFJ Financial Group, Inc.",6.35,-0.05,-0.78%,800,14,76.735B,10.58,Financial Services
MFZ.F,"Mitsubishi UFJ Financial Group, Inc.",6.28,-0.08,-1.27%,200,21,76.834B,10.46,Financial Services
ICBA.F,ICICI Bank Limited,20.60,0.00,0.00%,800,66,73.045B,19.25,Financial Services
BNP.F,BNP Paribas SA,56.38,+0.17,+0.30%,752,"2,215",67.966B,7.78,Financial Services
BNP.DE,BNP Paribas SA,56.50,+0.32,+0.57%,"3,085","9,150",68.111B,7.71,Financial Services
BNPH.F,BNP Paribas SA,27.80,-0.40,-1.42%,10,9,67.84B,7.88,Financial Services
PGV.F,The Progressive Corporation,117.00,+0.20,+0.17%,25,21,68.48B,90.00,Financial Services
BZG.F,PT Bank Central Asia Tbk,13.10,-0.30,-2.24%,300,0,67.124B,23.39,Financial Services
2PP.DE,"PayPal Holdings, Inc.",60.44,+1.38,+2.34%,"49,613","44,243",67.961B,27.60,Financial Services
2PP.F,"PayPal Holdings, Inc.",60.43,+0.29,+0.48%,"4,345","5,905",67.422B,27.59,Financial Services
2PP0.F,"PayPal Holdings, Inc.",3.4200,+0.1000,+3.01%,300,85,66.871B,1.56,Financial Services
BZG2.F,PT Bank Central Asia Tbk,0.5350,-0.0400,-6.96%,250,412,67.175B,26.75,Financial Services
ZFI1.F,Zurich Insurance Group AG,43.60,+0.60,+1.40%,120,21,65.302B,15.41,Financial Services
3YB0.F,"Postal Savings Bank of China Co., Ltd.",11.30,-0.10,-0.88%,300,0,64.805B,5.02,Financial Services
3YB.F,"Postal Savings Bank of China Co., Ltd.",0.5750,-0.0050,-0.86%,"2,660",72,63.715B,5.23,Financial Services
4VK.F,Aon plc,302.00,+4.00,+1.34%,7,1,63.467B,26.61,Financial Services
MX4A.DE,CME Group Inc.,167.62,+0.52,+0.31%,10,29,60.613B,23.44,Financial Services
AXA.DE,AXA SA,26.68,+0.24,+0.91%,"3,887","23,566",60.439B,9.39,Financial Services
AXA.F,AXA SA,26.67,+0.08,+0.28%,"4,078","5,279",60.405B,9.36,Financial Services
AXAA.F,AXA SA,26.60,0.00,0.00%,95,30,60.258B,9.33,Financial Services
MX4A.F,CME Group Inc.,165.58,-0.48,-0.29%,40,15,59.997B,22.23,Financial Services
DUT.F,Moody's Corporation,318.00,+5.00,+1.60%,43,12,58.501B,45.69,Financial Services
IC2.DE,"Intercontinental Exchange, Inc.",102.20,0.00,0.00%,2,33,57.884B,42.23,Financial Services
IC2.F,"Intercontinental Exchange, Inc.",102.00,-0.80,-0.78%,45,36,57.543B,41.98,Financial Services
LS4D.F,London Stock Exchange Group plc,25.80,0.00,0.00%,45,0,56.941B,61.43,Financial Services
IVS.F,Investor AB (publ),18.53,+0.15,+0.82%,458,89,56.899B,24.07,Financial Services
IVSD.F,Investor AB (publ),18.53,+0.09,+0.50%,150,441,56.636B,24.39,Financial Services
BKN.F,The Bank of Nova Scotia,46.31,+0.38,+0.82%,85,943,55.545B,9.83,Financial Services
SID.F,State Bank of India,62.50,-1.50,-2.34%,18,45,56.159B,8.88,Financial Services
LS4C.F,London Stock Exchange Group plc,103.00,+1.00,+0.98%,10,34,55.814B,62.05,Financial Services
DEV.F,DBS Group Holdings Ltd,84.50,+0.50,+0.60%,11,0,55.492B,7.17,Financial Services
DEVL.F,DBS Group Holdings Ltd,21.26,-0.02,-0.09%,98,222,54.83B,6.93,Financial Services
BSD2.DE,"Banco Santander, S.A.",3.2450,+0.0420,+1.31%,"98,200","182,111",52.873B,6.01,Financial Services
BVXB.F,Itaú Unibanco Holding S.A.,5.35,0.00,0.00%,500,65,52.43B,9.07,Financial Services
BZZ.F,Bank of Montreal,81.55,0.00,0.00%,220,19,57.691B,5.84,Financial Services
BSD2.F,"Banco Santander, S.A.",3.1825,-0.0340,-1.06%,"1,190","12,882",51.789B,5.79,Financial Services
BYRA.F,PT Bank Rakyat Indonesia (Persero) Tbk,0.3140,-0.0080,-2.48%,330,"2,857",51.631B,15.70,Financial Services
